ID,Layer,Weight
12019806,Diffusion_L3,1
8773946,Diffusion_L3,1
8963916,Diffusion_L3,1
12094070,Diffusion_L3,1
12352960,Diffusion_L3,1
10937414,Diffusion_L3,1
10027930,Diffusion_L3,1
11279343,Diffusion_L3,1
7702425,Diffusion_L3,1
9102220,Diffusion_L3,1
7731403,Diffusion_L3,1
10311378,Diffusion_L3,1
11908166,Diffusion_L3,1
7774137,Diffusion_L3,1
11790914,Diffusion_L3,1
11013451,Diffusion_L3,1
11418699,Diffusion_L3,1
9495228,Diffusion_L3,1
12112012,Diffusion_L3,1
7543947,Diffusion_L3,1
12117842,Diffusion_L3,1
8874317,Diffusion_L3,1
11630507,Diffusion_L3,1
10616507,Diffusion_L3,1
11554717,Diffusion_L3,1
11449135,Diffusion_L3,1
11994377,Diffusion_L3,1
7079924,Diffusion_L3,1
9471148,Diffusion_L3,1
12189048,Diffusion_L3,1
12131015,Diffusion_L3,1
9340227,Diffusion_L3,1
11699448,Diffusion_L3,1
9911242,Diffusion_L3,1
7972045,Diffusion_L3,1
10564799,Diffusion_L3,1
11416120,Diffusion_L3,1
9604147,Diffusion_L3,1
11736877,Diffusion_L3,1
10223418,Diffusion_L3,1
11368840,Diffusion_L3,1
11900937,Diffusion_L3,1
11506839,Diffusion_L3,1
10904514,Diffusion_L3,1
10353215,Diffusion_L3,1
11599255,Diffusion_L3,1
11880542,Diffusion_L3,1
11109816,Diffusion_L3,1
10097741,Diffusion_L3,1
8427288,Diffusion_L3,1
8576091,Diffusion_L3,1
10107905,Diffusion_L3,1
10883822,Diffusion_L3,1
11682182,Diffusion_L3,1
10240914,Diffusion_L3,1
12360663,Diffusion_L3,1
12216823,Diffusion_L3,1
9396659,Diffusion_L3,1
11290679,Diffusion_L3,1
11330184,Diffusion_L3,1
10553115,Diffusion_L3,1
10293259,Diffusion_L3,1
11353962,Diffusion_L3,1
7423248,Diffusion_L3,1
7042949,Diffusion_L3,1
7888629,Diffusion_L3,1
10573321,Diffusion_L3,1
6819269,Diffusion_L3,1
12236512,Diffusion_L3,1
9805454,Diffusion_L3,1
7898719,Diffusion_L3,1
D812070,Diffusion_L3,1
10890707,Diffusion_L3,1
12327549,Diffusion_L3,1
11460938,Diffusion_L3,1
9187029,Diffusion_L3,1
8686873,Diffusion_L3,1
D1047785,Diffusion_L3,1
7630806,Diffusion_L3,1
10681282,Diffusion_L3,1
10747227,Diffusion_L3,1
11350026,Diffusion_L3,1
7895135,Diffusion_L3,1
7515056,Diffusion_L3,1
7317987,Diffusion_L3,1
8686922,Diffusion_L3,1
12229342,Diffusion_L3,1
11237635,Diffusion_L3,1
10740600,Diffusion_L3,1
11516608,Diffusion_L3,1
6587751,Diffusion_L3,1
10106155,Diffusion_L3,1
10849089,Diffusion_L3,1
9519287,Diffusion_L3,1
12201898,Diffusion_L3,1
9529605,Diffusion_L3,1
12095867,Diffusion_L3,1
8593521,Diffusion_L3,1
10511904,Diffusion_L3,1
9481301,Diffusion_L3,1
12314633,Diffusion_L3,1
9995854,Diffusion_L3,1
10099614,Diffusion_L3,1
10205910,Diffusion_L3,1
11493998,Diffusion_L3,1
9508014,Diffusion_L3,1
9355306,Diffusion_L3,1
11741948,Diffusion_L3,1
RE49664,Diffusion_L3,1
10670876,Diffusion_L3,1
12332438,Diffusion_L3,1
11607995,Diffusion_L3,1
12276895,Diffusion_L3,1
7325934,Diffusion_L3,1
9689706,Diffusion_L3,1
12095969,Diffusion_L3,1
11868687,Diffusion_L3,1
12221472,Diffusion_L3,1
10641861,Diffusion_L3,1
11997422,Diffusion_L3,1
8214140,Diffusion_L3,1
9720278,Diffusion_L3,1
10847143,Diffusion_L3,1
11209528,Diffusion_L3,1
9018577,Diffusion_L3,1
7224290,Diffusion_L3,1
10640040,Diffusion_L3,1
11468625,Diffusion_L3,1
7898398,Diffusion_L3,1
11662900,Diffusion_L3,1
10002640,Diffusion_L3,1
10499146,Diffusion_L3,1
12242312,Diffusion_L3,1
12254141,Diffusion_L3,1
11705130,Diffusion_L3,1
10746989,Diffusion_L3,1
9694749,Diffusion_L3,1
11953653,Diffusion_L3,1
10284818,Diffusion_L3,1
7478578,Diffusion_L3,1
10698496,Diffusion_L3,1
11644799,Diffusion_L3,1
7138909,Diffusion_L3,1
10482099,Diffusion_L3,1
12216894,Diffusion_L3,1
8825259,Diffusion_L3,1
11270706,Diffusion_L3,1
7873187,Diffusion_L3,1
9247236,Diffusion_L3,1
D754204,Diffusion_L3,1
9557634,Diffusion_L3,1
7783403,Diffusion_L3,1
10144355,Diffusion_L3,1
D753720,Diffusion_L3,1
9681062,Diffusion_L3,1
10909393,Diffusion_L3,1
9802542,Diffusion_L3,1
7483672,Diffusion_L3,1
11279287,Diffusion_L3,1
9469250,Diffusion_L3,1
10000216,Diffusion_L3,1
11792360,Diffusion_L3,1
12132981,Diffusion_L3,1
11678109,Diffusion_L3,1
6581000,Diffusion_L3,1
9274595,Diffusion_L3,1
10057489,Diffusion_L3,1
10565784,Diffusion_L3,1
8648808,Diffusion_L3,1
10099610,Diffusion_L3,1
9740916,Diffusion_L3,1
11538469,Diffusion_L3,1
9305323,Diffusion_L3,1
9376061,Diffusion_L3,1
12277954,Diffusion_L3,1
12067985,Diffusion_L3,1
8816883,Diffusion_L3,1
11960706,Diffusion_L3,1
12136353,Diffusion_L3,1
10754822,Diffusion_L3,1
10613642,Diffusion_L3,1
9315151,Diffusion_L3,1
10308180,Diffusion_L3,1
11531514,Diffusion_L3,1
11229063,Diffusion_L3,1
11561616,Diffusion_L3,1
12154016,Diffusion_L3,1
10601998,Diffusion_L3,1
9702977,Diffusion_L3,1
11402909,Diffusion_L3,1
11513763,Diffusion_L3,1
6560511,Diffusion_L3,1
7459664,Diffusion_L3,1
12079442,Diffusion_L3,1
9327693,Diffusion_L3,1
8818042,Diffusion_L3,1
10179543,Diffusion_L3,1
11650626,Diffusion_L3,1
12314553,Diffusion_L3,1
11588897,Diffusion_L3,1
10713950,Diffusion_L3,1
7579939,Diffusion_L3,1
D773517,Diffusion_L3,1
9008957,Diffusion_L3,1
10386486,Diffusion_L3,1
9317128,Diffusion_L3,1
11787338,Diffusion_L3,1
10589678,Diffusion_L3,1
8465162,Diffusion_L3,1
11055552,Diffusion_L3,1
8063759,Diffusion_L3,1
9045091,Diffusion_L3,1
8228588,Diffusion_L3,1
8510085,Diffusion_L3,1
D940116,Diffusion_L3,1
9019352,Diffusion_L3,1
10807515,Diffusion_L3,1
10366278,Diffusion_L3,1
11809633,Diffusion_L3,1
9237543,Diffusion_L3,1
10071676,Diffusion_L3,1
10873682,Diffusion_L3,1
8890955,Diffusion_L3,1
11984123,Diffusion_L3,1
10868974,Diffusion_L3,1
9277525,Diffusion_L3,1
